followers,location,Type,URLs,Hashtags,Mentions,Hashtags_to_Words_Ratio,Links_to_Words_Ratio,Caps_to_Words_Ratio
0.000000,0.159114,1,0.200000,0.000000,0.035714,0.000000,0.142857,0.428571
0.000012,0.916638,0,0.400000,0.083333,0.000000,0.095238,0.222222,0.111111
0.000000,0.877205,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,0.516084,0,0.000000,0.083333,0.000000,0.077922,0.000000,0.000000
0.203810,0.759599,1,0.000000,0.083333,0.000000,0.085714,0.000000,0.000000
0.000000,0.645105,1,0.200000,0.000000,0.000000,0.000000,0.050000,0.100000
0.000026,0.070564,0,0.000000,0.083333,0.000000,0.095238,0.000000,0.000000
0.000000,0.178831,1,0.200000,0.000000,0.000000,0.000000,0.076923,0.000000
0.000016,0.997925,0,0.200000,0.000000,0.000000,0.000000,0.090909,0.090909
0.000000,0.525078,1,0.200000,0.000000,0.000000,0.000000,0.055556,0.055556
0.000000,0.435144,1,0.200000,0.083333,0.071429,0.122449,0.142857,0.142857
0.000187,0.999654,0,0.400000,0.000000,0.000000,0.000000,0.200000,0.000000
0.000000,0.309581,1,0.000000,0.083333,0.035714,0.045113,0.000000,0.105263
0.000014,0.659287,0,0.200000,0.000000,0.000000,0.000000,0.142857,0.000000
0.000013,0.381875,0,0.200000,0.250000,0.035714,0.171429,0.066667,0.066667
0.000074,0.591491,0,0.000000,0.083333,0.000000,0.050420,0.000000,0.000000
0.000000,0.022138,1,0.200000,0.000000,0.000000,0.000000,0.052632,0.052632
0.000153,0.175026,0,0.400000,0.000000,0.000000,0.000000,0.200000,0.000000
0.000029,0.495676,0,0.000000,0.083333,0.035714,0.171429,0.000000,0.000000
0.000008,0.040816,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.679004,1,0.200000,0.416667,0.000000,0.428571,0.100000,0.000000
0.000126,0.301972,0,0.000000,0.166667,0.000000,0.155844,0.000000,0.090909
0.000000,0.376686,1,0.200000,0.000000,0.000000,0.000000,0.142857,0.000000
0.000000,0.984089,1,0.200000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000609,0.453822,1,0.200000,0.000000,0.000000,0.000000,0.083333,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.227603,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.058824
0.000000,0.924594,1,0.000000,0.000000,0.035714,0.000000,0.000000,0.000000
0.085714,0.363888,1,0.200000,0.000000,0.000000,0.000000,0.250000,0.750000
0.000000,0.759599,1,0.200000,0.000000,0.035714,0.000000,0.076923,0.846154
0.000098,0.691456,0,0.200000,0.083333,0.000000,0.050420,0.058824,0.000000
0.000503,0.494639,1,0.200000,0.000000,0.000000,0.000000,0.100000,0.100000
0.000106,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.055556,0.000000
0.000220,0.304393,1,0.200000,0.000000,0.000000,0.000000,0.055556,0.000000
0.000000,0.767554,1,0.200000,0.000000,0.000000,0.000000,0.100000,0.000000
0.000238,0.673123,0,0.200000,0.000000,0.000000,0.000000,0.111111,0.111111
0.000282,0.257004,0,0.000000,0.166667,0.000000,0.190476,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.142857,0.000000
0.000000,0.991007,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.000126,0.765479,0,0.000000,0.166667,0.000000,0.131868,0.000000,0.000000
0.000000,0.582152,1,0.200000,0.000000,0.000000,0.000000,0.111111,0.000000
0.000013,0.976479,0,0.200000,0.000000,0.000000,0.000000,0.062500,0.687500
0.000000,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.066667,0.066667
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111
0.000008,0.262885,0,0.200000,0.000000,0.000000,0.000000,0.040000,0.000000
0.000114,0.214805,1,0.400000,0.083333,0.035714,0.061224,0.142857,0.000000
0.001848,0.552750,1,0.200000,0.000000,0.000000,0.000000,0.100000,0.000000
0.000025,0.754410,0,0.000000,0.083333,0.000000,0.085714,0.000000,0.000000
0.000005,0.633345,0,0.000000,0.250000,0.000000,0.857143,0.000000,0.000000
0.000020,0.564856,0,0.400000,0.166667,0.000000,0.190476,0.222222,0.000000
0.000020,0.567970,0,0.000000,0.083333,0.035714,0.038961,0.000000,0.045455
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.171913,1,0.200000,0.000000,0.000000,0.000000,0.500000,0.000000
0.003581,0.759599,1,0.400000,0.166667,0.071429,0.131868,0.153846,0.000000
0.000000,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000006,0.373573,0,0.400000,0.083333,0.000000,0.071429,0.166667,0.000000
0.001181,0.782082,1,0.200000,0.000000,0.000000,0.000000,0.076923,0.000000
0.000000,0.969215,1,0.200000,0.083333,0.000000,0.061224,0.071429,0.000000
0.000000,0.759599,1,0.200000,0.166667,0.000000,0.142857,0.083333,0.000000
0.000013,0.299204,0,0.200000,0.083333,0.000000,0.045113,0.052632,0.052632
0.000018,0.927707,0,0.200000,0.000000,0.000000,0.000000,0.071429,0.142857
0.016952,0.735040,1,0.200000,0.000000,0.035714,0.000000,0.052632,0.052632
0.000052,0.235213,0,0.000000,0.166667,0.035714,0.190476,0.000000,0.000000
0.000148,0.436527,0,0.400000,0.000000,0.000000,0.000000,0.200000,0.000000
0.000000,0.336908,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.047619
0.000184,0.621584,0,0.400000,0.000000,0.000000,0.000000,0.153846,0.000000
0.000000,0.468350,1,0.200000,0.000000,0.000000,0.000000,0.050000,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.176755,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001086,0.617433,1,0.400000,0.083333,0.000000,0.095238,0.222222,0.222222
0.000000,0.364926,1,0.200000,0.000000,0.000000,0.000000,0.083333,0.083333
0.000002,0.860948,0,0.000000,0.500000,0.000000,0.367347,0.000000,0.214286
0.000490,0.930474,0,0.200000,0.000000,0.000000,0.000000,0.125000,0.000000
0.001514,0.435144,1,0.200000,0.333333,0.000000,0.142857,0.041667,0.250000
0.000000,0.140090,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000282,0.553442,0,0.200000,0.083333,0.000000,0.045113,0.052632,0.052632
0.000322,0.929090,0,0.200000,0.000000,0.000000,0.000000,0.045455,0.000000
0.000000,0.271878,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000016,0.985472,0,0.400000,0.000000,0.000000,0.000000,0.166667,0.083333
0.000041,0.292632,0,0.000000,0.083333,0.000000,0.061224,0.000000,0.071429
0.000149,0.064684,1,0.200000,0.166667,0.000000,0.214286,0.125000,0.125000
0.000000,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.111111,0.000000
0.000119,0.628156,0,0.000000,0.083333,0.000000,0.065934,0.000000,0.000000
0.000124,0.511588,1,0.200000,0.000000,0.000000,0.000000,0.076923,0.000000
0.000008,0.956416,0,0.200000,0.166667,0.000000,0.155844,0.090909,0.000000
0.000006,0.066759,0,0.000000,0.083333,0.000000,0.038961,0.000000,0.090909
0.000139,0.021446,0,0.600000,0.000000,0.000000,0.000000,0.272727,0.000000
0.000000,0.342442,1,0.200000,0.083333,0.035714,0.077922,0.090909,0.272727
0.073810,0.759599,1,0.200000,0.000000,0.035714,0.000000,0.058824,0.058824
0.000000,0.612591,1,0.200000,0.000000,0.000000,0.000000,0.071429,0.000000
0.000020,0.419924,0,0.400000,0.000000,0.000000,0.000000,0.111111,0.055556
0.000089,0.292978,0,0.400000,0.000000,0.000000,0.000000,0.142857,0.000000
0.000000,0.636458,0,0.400000,0.000000,0.000000,0.000000,0.133333,0.466667
0.000000,0.321688,1,0.200000,0.250000,0.035714,0.151261,0.058824,0.117647
0.000000,0.551366,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.066667
0.000000,0.280180,0,0.400000,0.000000,0.000000,0.000000,0.200000,0.100000
0.000002,0.889312,0,0.000000,0.166667,0.000000,0.285714,0.000000,0.000000
0.000016,0.669319,0,0.200000,0.000000,0.107143,0.000000,0.047619,0.047619
0.000027,0.630924,0,0.200000,0.083333,0.000000,0.142857,0.166667,0.000000
0.000000,0.889658,1,0.200000,0.000000,0.035714,0.000000,0.043478,0.000000
0.000000,0.982013,0,0.400000,0.083333,0.000000,0.061224,0.142857,0.142857
0.000185,0.043238,0,0.000000,0.083333,0.000000,0.095238,0.000000,0.000000
0.000008,0.638533,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000013,0.115877,0,0.000000,0.000000,0.071429,0.000000,0.000000,0.095238
0.000000,0.797648,1,0.200000,0.166667,0.000000,0.171429,0.100000,0.000000
0.000000,0.115877,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000358,0.477343,1,0.200000,0.083333,0.000000,0.095238,0.111111,0.000000
0.000000,0.714286,1,0.200000,0.000000,0.000000,0.000000,0.200000,0.400000
0.000000,0.369768,1,0.200000,0.000000,0.000000,0.000000,0.040000,0.280000
0.000001,0.076444,0,0.200000,0.083333,0.000000,0.107143,0.125000,0.000000
0.000017,0.641992,0,0.200000,0.000000,0.000000,0.000000,0.076923,0.076923
0.000161,0.924594,0,0.200000,0.000000,0.000000,0.000000,0.100000,0.100000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000001,0.875130,0,0.000000,0.166667,0.000000,0.285714,0.000000,0.000000
0.000008,0.424767,0,0.000000,0.083333,0.000000,0.047619,0.000000,0.000000
0.000140,0.185749,0,0.000000,0.083333,0.000000,0.077922,0.000000,0.090909
0.000009,0.269111,0,0.200000,0.000000,0.071429,0.000000,0.066667,0.066667
0.000008,0.823936,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.045455
0.000002,0.235905,0,0.200000,0.000000,0.000000,0.000000,0.045455,0.181818
0.000024,0.464891,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.713940,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000004,0.156693,0,0.000000,0.250000,0.000000,0.160714,0.000000,0.000000
0.000034,0.582497,0,0.200000,0.000000,0.000000,0.000000,0.066667,0.066667
0.000003,0.665514,0,0.200000,0.000000,0.000000,0.000000,0.090909,0.000000
0.000002,0.841923,0,0.600000,0.000000,0.000000,0.000000,0.214286,0.000000
0.000000,0.400208,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.047619
0.000007,0.459357,0,0.000000,0.000000,0.071429,0.000000,0.000000,0.000000
0.012571,0.759599,1,0.200000,0.083333,0.000000,0.045113,0.052632,0.000000
0.000906,0.440678,1,0.200000,0.000000,0.000000,0.000000,0.052632,0.052632
0.000024,0.963334,0,0.200000,0.000000,0.000000,0.000000,0.076923,0.000000
0.000023,0.812522,0,0.200000,0.000000,0.000000,0.000000,0.083333,0.000000
0.000002,0.402975,0,0.000000,0.166667,0.000000,0.122449,0.000000,0.142857
0.000790,0.514009,1,0.200000,0.000000,0.000000,0.000000,0.047619,0.095238
0.000369,0.188516,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.778277,1,0.200000,0.000000,0.000000,0.000000,0.052632,0.052632
0.084667,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000016,0.501902,0,0.000000,0.416667,0.000000,0.357143,0.000000,0.083333
0.000000,0.688343,1,0.200000,0.000000,0.000000,0.000000,0.090909,0.000000
0.000000,0.962297,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000009,0.304739,0,0.800000,0.000000,0.107143,0.000000,0.250000,0.062500
0.000000,0.210654,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.127637,1,0.200000,0.000000,0.000000,0.000000,0.083333,0.000000
0.000001,0.887236,0,0.000000,0.083333,0.000000,0.107143,0.000000,0.125000
0.000000,0.956762,1,0.400000,0.083333,0.000000,0.061224,0.142857,0.000000
0.001143,0.360083,1,0.400000,0.000000,0.000000,0.000000,0.222222,0.000000
0.000004,0.330336,0,0.200000,0.083333,0.000000,0.053571,0.062500,0.312500
0.022095,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.200000,0.400000
0.000000,0.089242,1,0.200000,0.000000,0.000000,0.000000,0.142857,0.000000
0.000027,0.509858,0,0.000000,0.083333,0.000000,0.122449,0.000000,0.000000
0.000000,0.377378,1,0.000000,0.083333,0.000000,0.030612,0.000000,0.071429
0.000251,0.937392,1,0.200000,0.000000,0.000000,0.000000,0.066667,0.000000
0.000077,0.866136,0,0.200000,0.083333,0.000000,0.122449,0.142857,0.000000
0.000990,0.099274,0,0.200000,0.000000,0.000000,0.000000,0.035714,0.000000
0.000168,0.265306,0,0.400000,0.000000,0.000000,0.000000,0.153846,0.076923
0.000130,0.767900,0,0.200000,0.083333,0.000000,0.285714,0.333333,0.000000
0.000676,0.211691,1,0.200000,0.250000,0.000000,0.257143,0.100000,0.000000
0.000000,0.265652,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.090909
0.000000,0.211691,1,0.200000,0.083333,0.000000,0.065934,0.076923,0.000000
0.000184,0.212383,0,0.400000,0.000000,0.000000,0.000000,0.222222,0.111111
0.000000,0.826012,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.003619,0.535455,1,0.200000,0.000000,0.000000,0.000000,0.076923,0.076923
0.000000,0.186095,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000025,0.912833,0,0.400000,0.000000,0.000000,0.000000,0.111111,0.055556
0.003181,0.450363,1,0.000000,0.166667,0.000000,0.090226,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.035714,0.000000,0.000000,0.000000
0.000009,0.159114,0,0.400000,0.333333,0.000000,0.263736,0.153846,0.000000
0.000007,0.786925,0,0.400000,0.000000,0.000000,0.000000,0.133333,0.000000
0.000000,0.929436,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000008,0.575579,0,0.200000,0.000000,0.000000,0.000000,0.045455,0.000000
0.000039,0.121411,0,0.200000,0.000000,0.000000,0.000000,0.090909,0.090909
0.000155,0.088205,0,0.400000,0.000000,0.000000,0.000000,0.133333,0.000000
0.000033,0.088897,0,0.000000,0.083333,0.000000,0.214286,0.000000,0.000000
0.000215,0.362504,1,0.400000,0.000000,0.035714,0.000000,0.117647,0.000000
0.000000,0.585956,1,0.000000,0.000000,0.035714,0.000000,0.000000,0.000000
0.000241,0.597717,0,0.400000,0.000000,0.000000,0.000000,0.153846,0.000000
0.000000,0.371152,1,0.200000,0.250000,0.000000,0.642857,0.250000,0.000000
0.000000,0.759599,1,0.200000,0.083333,0.000000,0.077922,0.090909,0.000000
0.000000,0.982359,1,0.000000,0.000000,0.035714,0.000000,0.000000,0.000000
0.000000,0.971290,1,0.400000,0.000000,0.000000,0.000000,0.153846,0.000000
0.000250,0.932203,1,0.200000,0.000000,0.000000,0.000000,0.250000,0.000000
0.000008,0.489450,0,0.200000,0.083333,0.000000,0.171429,0.200000,0.200000
0.000000,0.759599,1,0.000000,0.083333,0.000000,0.047619,0.000000,0.000000
0.000002,0.838810,0,0.000000,0.083333,0.000000,0.071429,0.000000,0.000000
0.000043,0.926669,0,0.000000,0.083333,0.035714,0.077922,0.000000,0.000000
0.000079,0.558284,0,0.400000,0.000000,0.000000,0.000000,0.181818,0.000000
0.000000,0.593912,1,0.200000,0.000000,0.000000,0.000000,0.333333,0.000000
0.000009,0.037357,0,0.400000,0.166667,0.000000,0.131868,0.153846,0.000000
0.000000,0.041854,1,0.200000,0.000000,0.000000,0.000000,0.333333,0.000000
0.000000,0.759599,1,0.400000,0.250000,0.000000,0.321429,0.250000,0.125000
0.000187,0.045659,0,0.400000,0.000000,0.000000,0.000000,0.250000,0.000000
0.000374,0.759599,1,0.200000,0.250000,0.000000,0.214286,0.083333,0.166667
0.000578,0.311311,0,0.400000,0.000000,0.000000,0.000000,0.200000,0.100000
0.000000,0.196818,1,0.200000,0.083333,0.000000,0.057143,0.066667,0.066667
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.285714
0.000000,0.780699,1,0.000000,0.083333,0.035714,0.071429,0.000000,0.000000
0.000000,0.375649,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000117,0.260809,0,0.000000,0.083333,0.000000,0.085714,0.000000,0.000000
0.000177,0.496022,0,0.400000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000000,0.162228,1,0.200000,0.000000,0.000000,0.000000,0.090909,0.000000
0.000010,0.466966,0,0.200000,0.250000,0.000000,0.233766,0.090909,0.000000
0.000039,0.152542,0,0.200000,0.416667,0.000000,0.357143,0.083333,0.083333
0.000000,0.639917,1,0.200000,0.166667,0.035714,0.085714,0.050000,0.050000
0.000000,0.971636,1,0.200000,0.000000,0.000000,0.000000,0.125000,0.000000
0.000177,0.993774,0,0.400000,0.000000,0.000000,0.000000,0.153846,0.000000
0.000000,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.090909,0.090909
0.000117,0.733310,0,0.000000,0.083333,0.000000,0.107143,0.000000,0.000000
0.000008,0.601522,0,0.400000,0.000000,0.000000,0.000000,0.181818,0.000000
0.000256,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.250000,0.750000
0.000187,0.448634,0,0.600000,0.083333,0.000000,0.065934,0.230769,0.153846
0.000003,0.026980,0,0.000000,0.166667,0.000000,0.095238,0.000000,0.166667
0.006990,0.070564,1,0.200000,0.000000,0.000000,0.000000,0.083333,0.083333
0.000000,0.543411,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.374265,1,0.400000,0.250000,0.071429,0.183673,0.142857,0.000000
0.000130,0.638533,0,0.000000,0.083333,0.000000,0.107143,0.000000,0.000000
0.000026,0.183328,0,0.400000,0.000000,0.000000,0.000000,0.142857,0.214286
0.000154,0.256659,1,0.200000,0.083333,0.000000,0.061224,0.071429,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.388447,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000216,0.283293,0,0.200000,0.000000,0.000000,0.000000,0.076923,0.000000
0.000000,0.897267,1,0.000000,0.000000,0.035714,0.000000,0.000000,0.000000
0.000000,0.361467,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000145,0.654099,0,0.400000,0.000000,0.000000,0.000000,0.222222,0.111111
0.000000,0.223106,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000002,0.727430,0,0.200000,0.083333,0.000000,0.095238,0.111111,0.000000
0.000016,0.672778,0,0.200000,0.000000,0.000000,0.000000,0.055556,0.000000
0.000002,0.429609,0,0.000000,0.166667,0.000000,0.171429,0.000000,0.100000
0.004133,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.066667,0.000000
0.000034,0.525078,0,0.000000,0.083333,0.000000,0.142857,0.000000,0.000000
0.000000,0.250432,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.615704,1,0.200000,0.000000,0.000000,0.000000,0.055556,0.000000
0.000000,0.008648,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.039619,0.527499,1,0.200000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000000,0.645451,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000128,0.680042,0,0.200000,0.166667,0.000000,0.095238,0.055556,0.000000
0.000000,0.820823,0,0.400000,0.000000,0.000000,0.000000,0.100000,0.050000
0.000133,0.782428,0,0.000000,0.083333,0.000000,0.077922,0.000000,0.090909
0.000000,0.244898,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.219301,1,0.200000,0.083333,0.000000,0.107143,0.125000,0.000000
0.000055,0.400553,0,0.000000,0.083333,0.000000,0.095238,0.000000,0.111111
0.000000,0.070218,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.584573,1,0.200000,0.000000,0.000000,0.000000,0.250000,0.000000
0.000126,0.910412,0,0.000000,0.166667,0.000000,0.122449,0.000000,0.000000
0.000126,0.584227,0,0.000000,0.166667,0.000000,0.131868,0.000000,0.000000
0.000000,0.734694,1,0.200000,0.000000,0.071429,0.000000,0.058824,0.000000
0.000000,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000134,0.893462,0,0.000000,0.083333,0.000000,0.047619,0.000000,0.000000
0.000026,0.665514,0,0.000000,0.083333,0.000000,0.107143,0.000000,0.000000
0.000000,0.687997,1,0.200000,0.083333,0.035714,0.042857,0.050000,0.000000
0.000719,0.404358,1,0.200000,0.000000,0.000000,0.000000,0.200000,0.000000
0.000008,0.682463,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.000008,0.762020,0,0.200000,0.000000,0.000000,0.000000,0.250000,0.000000
0.000016,0.252508,0,0.200000,0.000000,0.000000,0.000000,0.090909,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000009,0.972328,0,0.200000,0.166667,0.000000,0.214286,0.125000,0.000000
0.000000,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.250000,0.000000
0.003029,0.533379,1,0.200000,0.000000,0.000000,0.000000,0.083333,0.000000
0.000000,0.267382,1,0.200000,0.000000,0.000000,0.000000,0.055556,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000109,0.475268,0,0.000000,0.083333,0.000000,0.065934,0.000000,0.076923
0.000025,0.694569,0,0.000000,0.083333,0.000000,0.122449,0.000000,0.000000
0.000000,0.471117,1,0.200000,0.083333,0.000000,0.095238,0.111111,0.000000
0.000504,0.340367,1,0.200000,0.000000,0.000000,0.000000,0.111111,0.000000
0.000241,0.600138,0,0.400000,0.000000,0.000000,0.000000,0.285714,0.000000
0.000000,0.966448,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.031429,0.177793,1,0.400000,0.000000,0.035714,0.000000,0.166667,0.000000
0.000185,0.177101,0,0.400000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000006,0.462470,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000015,0.434106,0,0.000000,0.083333,0.000000,0.122449,0.000000,0.000000
0.000684,0.759599,1,0.400000,0.000000,0.071429,0.000000,0.125000,0.000000
0.000149,0.064684,1,0.200000,0.166667,0.000000,0.214286,0.125000,0.125000
0.000006,0.296091,0,0.200000,0.500000,0.035714,0.514286,0.100000,0.400000
0.000000,0.587686,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000047,0.287098,0,0.200000,0.166667,0.000000,0.090226,0.052632,0.105263
0.000000,0.494639,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.166667
0.006457,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000154,0.158769,0,0.000000,0.083333,0.000000,0.171429,0.000000,0.000000
0.000226,0.775164,1,0.200000,0.000000,0.000000,0.000000,0.200000,0.800000
1.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,0.252854,0,0.200000,0.000000,0.000000,0.000000,0.043478,0.000000
0.000026,0.912141,0,0.200000,0.250000,0.000000,0.111801,0.043478,0.000000
0.000126,0.882048,0,0.000000,0.083333,0.000000,0.077922,0.000000,0.000000
0.000000,0.200969,1,0.400000,0.250000,0.000000,0.183673,0.142857,0.000000
0.000306,0.214113,0,0.400000,0.000000,0.000000,0.000000,0.166667,0.000000
0.011810,0.932203,1,0.200000,0.083333,0.000000,0.171429,0.200000,0.000000
0.000000,0.106538,1,0.400000,0.000000,0.000000,0.000000,0.500000,0.000000
0.000041,0.451747,0,0.000000,0.083333,0.000000,0.171429,0.000000,0.000000
0.000133,0.121065,1,0.200000,0.000000,0.000000,0.000000,0.500000,0.000000
0.000011,0.525078,0,0.400000,0.000000,0.000000,0.000000,0.181818,0.000000
0.000001,0.740228,0,0.000000,0.083333,0.000000,0.061224,0.000000,0.000000
0.000006,0.333795,0,0.400000,0.000000,0.035714,0.000000,0.100000,0.050000
0.000014,0.112764,0,0.000000,0.083333,0.000000,0.214286,0.000000,0.000000
0.000000,0.185403,1,0.200000,0.000000,0.107143,0.000000,0.100000,0.000000
0.000000,0.054998,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000013,0.190937,0,0.200000,0.000000,0.035714,0.000000,0.052632,0.000000
0.000166,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.083333,0.000000,0.047619,0.055556,0.000000
0.000268,0.022829,0,0.400000,0.083333,0.000000,0.065934,0.153846,0.000000
0.000014,0.294708,0,0.200000,0.083333,0.000000,0.171429,0.200000,0.000000
0.000001,0.711519,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.943272,1,0.200000,0.166667,0.035714,0.131868,0.076923,0.000000
0.000034,0.342096,0,0.200000,0.083333,0.000000,0.107143,0.125000,0.000000
0.000015,0.775164,0,0.200000,0.000000,0.142857,0.000000,0.083333,0.583333
0.000005,0.932203,0,0.000000,0.083333,0.000000,0.095238,0.000000,0.111111
0.000000,0.080941,1,0.400000,0.000000,0.000000,0.000000,0.125000,0.000000
0.000144,0.694223,0,0.000000,0.083333,0.000000,0.095238,0.000000,0.111111
0.000013,0.665514,0,0.400000,0.000000,0.000000,0.000000,0.142857,0.071429
0.000050,0.567624,0,0.000000,0.083333,0.000000,0.077922,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.000000,0.035714,0.000000,0.111111,0.000000
0.005724,0.845728,1,0.200000,0.000000,0.000000,0.000000,0.052632,0.000000
0.000009,0.748184,0,0.200000,0.583333,0.000000,0.206897,0.034483,0.689655
0.000000,0.640955,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.905223,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.973020,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.928571
0.000161,0.645451,0,0.200000,0.000000,0.000000,0.000000,0.083333,0.000000
0.000581,0.057765,1,0.400000,0.000000,0.000000,0.000000,0.133333,0.000000
0.000009,0.033207,0,0.000000,0.083333,0.000000,0.042857,0.000000,0.000000
0.000036,0.362504,0,0.200000,0.083333,0.000000,0.122449,0.142857,0.000000
0.000000,0.498098,1,0.400000,0.166667,0.000000,0.131868,0.153846,0.000000
0.003086,0.562781,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000627,0.295745,1,0.200000,0.000000,0.000000,0.000000,0.083333,0.000000
0.000005,0.034244,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.038462
0.000000,0.512279,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.166667
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000011,0.421308,0,0.400000,0.250000,0.035714,0.183673,0.142857,0.142857
0.000039,0.048426,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.385680,1,0.200000,0.000000,0.000000,0.000000,0.125000,0.000000
0.000032,0.802490,0,0.400000,0.000000,0.000000,0.000000,0.133333,0.000000
0.000019,0.217226,0,0.000000,0.083333,0.000000,0.077922,0.000000,0.000000
0.000563,0.746109,1,0.600000,0.000000,0.000000,0.000000,0.500000,0.000000
0.000000,0.992044,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
