is_retweet,location,Type,URLs,Words,Links_to_Words_Ratio,Caps_to_Words_Ratio
1.000000,0.730197,0,0.000000,0.347826,0.000000,0.000000
0.000000,0.529229,1,0.200000,0.130435,0.142857,0.428571
0.000000,0.759599,1,0.200000,0.173913,0.111111,0.000000
1.000000,0.758215,0,0.000000,0.173913,0.000000,0.000000
0.000000,0.151159,1,0.000000,0.043478,0.000000,0.000000
1.000000,0.432376,0,0.200000,0.347826,0.058824,0.000000
0.000000,0.832584,0,0.400000,0.260870,0.153846,0.000000
0.000000,0.957800,0,0.000000,0.434783,0.000000,0.047619
1.000000,0.200623,0,0.200000,0.173913,0.111111,0.000000
1.000000,0.893117,0,0.200000,0.521739,0.040000,0.000000
1.000000,0.448288,0,0.400000,0.304348,0.133333,0.000000
1.000000,0.784850,1,0.000000,0.239130,0.000000,0.000000
1.000000,0.759599,1,0.000000,0.543478,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.304348,0.066667,0.000000
0.000000,0.909374,1,0.200000,0.086957,0.200000,0.000000
0.000000,0.435144,1,0.000000,0.152174,0.000000,0.000000
0.000000,0.270149,0,0.000000,0.239130,0.000000,0.000000
0.000000,0.199931,1,0.200000,0.173913,0.111111,0.000000
0.000000,0.176755,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.945002,0,0.400000,0.369565,0.111111,0.055556
1.000000,0.863023,0,0.200000,0.434783,0.047619,0.333333
0.000000,0.759599,1,0.200000,0.108696,0.166667,0.166667
0.000000,0.702871,1,0.200000,0.413043,0.050000,0.050000
0.000000,0.654791,1,0.400000,0.195652,0.200000,0.300000
1.000000,0.511934,0,0.400000,0.282609,0.142857,0.142857
0.000000,0.040470,0,0.000000,0.086957,0.000000,0.000000
0.000000,0.455898,1,0.000000,0.260870,0.000000,0.000000
0.000000,0.031131,0,0.000000,0.086957,0.000000,0.000000
0.000000,0.527499,1,0.400000,0.217391,0.181818,0.000000
0.000000,0.548253,1,0.200000,0.391304,0.052632,0.052632
1.000000,0.896576,0,0.200000,0.108696,0.166667,0.000000
0.000000,0.759599,1,0.000000,0.282609,0.000000,0.000000
1.000000,0.068143,0,0.000000,0.217391,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.478261,0.000000,0.086957
0.000000,0.846074,1,0.200000,0.260870,0.076923,0.307692
0.000000,0.875476,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.906953,0,0.200000,0.195652,0.100000,0.000000
0.000000,0.635420,0,0.200000,0.413043,0.050000,0.100000
0.000000,0.197164,1,0.200000,0.391304,0.052632,0.315789
0.000000,0.846074,0,0.200000,0.347826,0.058824,0.000000
0.000000,0.091664,0,0.000000,0.326087,0.000000,0.000000
0.000000,0.342788,0,0.400000,0.195652,0.200000,0.100000
0.000000,0.759599,1,0.200000,0.195652,0.100000,0.900000
0.000000,0.256659,1,0.200000,0.521739,0.040000,0.040000
0.000000,0.211346,0,0.400000,0.195652,0.200000,0.000000
0.000000,0.539260,1,0.000000,0.391304,0.000000,0.000000
0.000000,0.417503,1,0.200000,0.434783,0.047619,0.000000
0.000000,0.473539,1,0.400000,0.282609,0.142857,0.071429
0.000000,0.353511,1,0.000000,0.043478,0.000000,0.000000
1.000000,0.078520,0,0.000000,0.369565,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.347826,0.000000,0.117647
0.000000,0.551366,0,0.200000,0.369565,0.055556,0.055556
0.000000,0.522657,0,0.000000,0.152174,0.000000,0.000000
1.000000,0.332757,0,0.200000,0.456522,0.045455,0.000000
0.000000,0.051539,1,0.000000,0.195652,0.000000,0.000000
0.000000,0.383604,1,0.200000,0.043478,0.333333,0.000000
0.000000,0.869941,0,0.200000,0.195652,0.100000,0.100000
0.000000,0.616396,0,0.000000,0.152174,0.000000,0.000000
0.000000,0.735732,0,0.000000,0.152174,0.000000,0.125000
0.000000,0.832238,1,0.200000,0.173913,0.111111,0.000000
1.000000,0.625735,0,0.000000,0.173913,0.000000,0.000000
0.000000,0.908682,0,0.200000,0.065217,0.250000,0.000000
0.000000,0.750259,1,0.200000,0.456522,0.045455,0.090909
0.000000,0.759599,1,0.200000,0.021739,0.500000,0.000000
0.000000,0.110342,1,0.000000,0.086957,0.000000,0.000000
0.000000,0.509512,0,0.000000,0.195652,0.000000,0.000000
0.000000,0.369422,1,0.200000,0.347826,0.058824,0.000000
0.000000,0.386026,0,0.400000,0.239130,0.166667,0.000000
1.000000,0.012107,0,0.000000,0.260870,0.000000,0.000000
0.000000,0.735386,1,0.200000,0.347826,0.058824,0.000000
1.000000,0.759599,1,0.000000,0.043478,0.000000,0.000000
0.000000,0.339329,0,0.200000,0.391304,0.052632,0.210526
1.000000,0.051885,0,0.400000,0.260870,0.153846,0.076923
0.000000,0.533379,1,0.200000,0.065217,0.250000,0.000000
1.000000,0.220339,1,0.000000,0.413043,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.434783,0.047619,0.000000
0.000000,0.910412,1,0.200000,0.086957,0.200000,0.000000
1.000000,0.326877,0,0.000000,0.304348,0.000000,0.000000
0.000000,0.255621,1,0.000000,0.086957,0.000000,0.000000
0.000000,0.749222,1,0.200000,0.217391,0.090909,0.090909
0.000000,0.079903,1,0.400000,0.369565,0.111111,0.055556
0.000000,0.211346,1,0.000000,0.347826,0.000000,0.058824
0.000000,0.513663,1,0.200000,0.130435,0.142857,0.142857
1.000000,0.138015,0,0.000000,0.173913,0.000000,0.000000
0.000000,0.092701,1,0.000000,0.391304,0.000000,0.000000
0.000000,0.171913,1,0.000000,0.282609,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.369565,0.055556,0.000000
0.000000,0.966793,0,0.200000,0.195652,0.100000,0.000000
0.000000,0.323418,0,0.000000,0.282609,0.000000,0.000000
0.000000,0.380145,1,0.000000,0.369565,0.000000,0.055556
1.000000,0.488066,0,0.000000,0.130435,0.000000,0.000000
0.000000,0.072985,1,0.000000,0.000000,0.000000,0.000000
0.000000,0.946039,0,0.600000,0.239130,0.250000,0.083333
0.000000,0.360083,1,0.200000,0.173913,0.111111,0.111111
0.000000,0.612937,1,0.000000,0.065217,0.000000,0.000000
1.000000,0.752681,1,0.000000,0.326087,0.000000,0.000000
0.000000,0.949498,0,0.400000,0.260870,0.153846,0.000000
1.000000,0.211691,0,0.200000,0.108696,0.166667,0.000000
0.000000,0.749222,1,0.200000,0.217391,0.090909,0.000000
0.000000,0.522657,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.961259,1,0.200000,0.434783,0.047619,0.047619
0.000000,0.201314,0,0.400000,0.195652,0.200000,0.200000
1.000000,0.523002,0,0.200000,0.391304,0.052632,0.000000
0.000000,0.230370,1,0.000000,0.043478,0.000000,0.000000
0.000000,0.818748,0,0.400000,0.217391,0.181818,0.000000
0.000000,0.391214,0,0.400000,0.217391,0.181818,0.181818
0.000000,0.525078,1,0.200000,0.347826,0.058824,0.000000
0.000000,0.290211,1,0.200000,0.239130,0.083333,0.083333
0.000000,0.570045,1,0.000000,0.347826,0.000000,0.000000
0.000000,0.805949,1,0.200000,0.347826,0.058824,0.058824
0.000000,0.514355,1,0.200000,0.391304,0.052632,0.000000
0.000000,0.943618,0,0.000000,0.152174,0.000000,0.125000
0.000000,0.435144,1,0.200000,0.217391,0.090909,0.000000
0.000000,0.322034,1,0.200000,0.304348,0.066667,0.066667
0.000000,0.030785,1,0.200000,0.108696,0.166667,0.000000
0.000000,0.849187,1,0.000000,0.282609,0.000000,0.000000
1.000000,0.669664,0,0.200000,0.326087,0.062500,0.062500
0.000000,0.512625,1,0.200000,0.130435,0.142857,0.142857
0.000000,0.641646,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.857489,1,0.000000,0.108696,0.000000,0.000000
1.000000,0.247665,0,0.200000,0.152174,0.125000,0.000000
1.000000,0.109997,0,0.400000,0.326087,0.125000,0.187500
1.000000,0.733310,0,0.000000,0.086957,0.000000,0.000000
1.000000,0.743687,1,0.000000,0.000000,0.000000,0.000000
0.000000,0.450709,1,0.400000,0.239130,0.166667,0.083333
1.000000,0.136977,0,0.200000,0.413043,0.050000,0.000000
0.000000,0.489104,0,0.400000,0.326087,0.125000,0.125000
0.000000,0.782428,1,0.400000,0.173913,0.222222,0.000000
1.000000,0.695607,0,0.200000,0.369565,0.055556,0.000000
0.000000,0.901072,1,0.200000,0.217391,0.090909,0.000000
1.000000,0.160498,0,0.400000,0.282609,0.142857,0.071429
0.000000,0.983397,1,0.000000,0.043478,0.000000,0.666667
0.000000,0.088897,1,0.200000,0.043478,0.333333,0.000000
0.000000,0.008993,0,0.000000,0.239130,0.000000,0.000000
0.000000,0.127983,0,0.000000,0.065217,0.000000,0.000000
0.000000,0.256313,1,0.000000,0.413043,0.000000,0.100000
0.000000,0.671394,0,0.000000,0.152174,0.000000,0.000000
0.000000,0.176755,1,0.000000,0.217391,0.000000,0.000000
0.000000,0.730197,1,0.200000,0.434783,0.047619,0.000000
0.000000,0.736769,1,0.400000,0.304348,0.133333,0.266667
1.000000,0.408509,1,0.000000,0.043478,0.000000,0.000000
0.000000,0.980284,0,0.000000,0.173913,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.608696,0.000000,0.000000
0.000000,0.207887,1,0.200000,0.065217,0.250000,0.000000
0.000000,0.249395,0,0.000000,0.152174,0.000000,0.000000
0.000000,0.234521,0,0.000000,0.195652,0.000000,0.100000
0.000000,0.573158,1,0.200000,0.043478,0.333333,0.000000
1.000000,0.240401,0,0.600000,0.173913,0.333333,0.111111
1.000000,0.768592,1,0.000000,0.065217,0.000000,0.000000
0.000000,0.019716,0,0.000000,0.260870,0.000000,0.000000
0.000000,0.081287,0,0.000000,0.108696,0.000000,0.166667
0.000000,0.162919,0,0.200000,0.217391,0.090909,0.000000
0.000000,0.062262,1,0.000000,0.043478,0.000000,0.000000
0.000000,0.380145,0,0.200000,0.130435,0.142857,0.000000
1.000000,0.539952,0,0.200000,0.391304,0.052632,0.105263
1.000000,0.759599,1,0.000000,0.217391,0.000000,0.000000
1.000000,0.479765,0,0.000000,0.478261,0.000000,0.000000
0.000000,0.068143,0,0.000000,0.260870,0.000000,0.000000
0.000000,0.519543,0,0.000000,0.260870,0.000000,0.000000
0.000000,0.084400,1,0.200000,0.239130,0.083333,0.000000
0.000000,0.022138,0,0.200000,0.326087,0.062500,0.125000
0.000000,0.314078,0,0.400000,0.282609,0.142857,0.000000
0.000000,0.628502,1,0.200000,0.152174,0.125000,0.000000
0.000000,0.289173,0,0.400000,0.391304,0.105263,0.000000
1.000000,0.759599,1,0.000000,0.282609,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.295745,1,0.200000,0.282609,0.071429,0.000000
0.000000,0.858181,1,0.000000,0.326087,0.000000,0.000000
1.000000,0.759599,1,0.000000,0.391304,0.000000,0.000000
1.000000,0.695607,0,0.000000,0.130435,0.000000,0.000000
0.000000,0.007610,0,0.200000,0.239130,0.083333,0.250000
0.000000,0.189554,1,0.200000,0.217391,0.090909,0.000000
0.000000,0.920443,0,0.200000,0.173913,0.111111,0.000000
1.000000,0.927707,1,0.000000,0.369565,0.000000,0.000000
0.000000,0.647527,1,0.200000,0.326087,0.062500,0.062500
0.000000,0.361121,1,0.200000,0.173913,0.111111,0.000000
1.000000,0.355586,0,0.000000,0.391304,0.000000,0.000000
1.000000,0.763404,0,0.200000,0.173913,0.111111,0.000000
0.000000,0.713248,1,0.000000,0.130435,0.000000,0.000000
1.000000,0.998270,0,0.400000,0.326087,0.125000,0.125000
0.000000,0.078174,0,0.200000,0.043478,0.333333,0.000000
0.000000,0.642684,1,0.200000,0.152174,0.125000,0.000000
0.000000,0.187132,0,0.200000,0.217391,0.090909,0.090909
0.000000,0.977516,1,0.000000,0.195652,0.000000,0.900000
1.000000,0.515047,1,0.000000,0.152174,0.000000,0.000000
0.000000,0.650640,1,0.000000,0.282609,0.000000,0.000000
0.000000,0.109997,1,0.200000,0.326087,0.062500,0.062500
1.000000,0.652024,0,0.200000,0.239130,0.083333,0.083333
0.000000,0.615358,1,0.000000,0.478261,0.000000,0.000000
1.000000,0.172951,0,0.200000,0.347826,0.058824,0.176471
0.000000,0.357316,1,0.200000,0.130435,0.142857,0.000000
0.000000,0.158423,1,0.400000,0.239130,0.166667,0.166667
0.000000,0.801453,0,0.400000,0.173913,0.222222,0.000000
0.000000,0.739191,0,0.000000,0.108696,0.000000,0.000000
1.000000,0.951920,0,0.200000,0.217391,0.090909,0.000000
0.000000,0.305085,0,0.200000,0.195652,0.100000,0.000000
0.000000,0.361813,1,0.200000,0.500000,0.041667,0.416667
0.000000,0.129713,1,0.000000,0.152174,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.282609,0.000000,0.000000
0.000000,0.044967,0,0.400000,0.217391,0.181818,0.090909
1.000000,0.620547,0,0.200000,0.152174,0.125000,0.125000
0.000000,0.533034,1,0.200000,0.065217,0.250000,0.000000
0.000000,0.675891,1,0.200000,0.021739,0.500000,0.000000
0.000000,0.519543,1,0.200000,0.043478,0.333333,0.000000
0.000000,0.487375,1,0.000000,0.456522,0.000000,0.000000
0.000000,0.941543,0,0.400000,0.260870,0.153846,0.153846
0.000000,0.608786,0,0.400000,0.217391,0.181818,0.000000
0.000000,0.286752,0,0.000000,0.239130,0.000000,0.000000
0.000000,0.576271,0,0.000000,0.086957,0.000000,0.000000
0.000000,0.077136,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.098928,0,0.200000,0.217391,0.090909,0.000000
0.000000,0.800069,0,0.600000,0.217391,0.272727,0.363636
1.000000,0.653061,0,0.200000,0.826087,0.025641,0.000000
1.000000,0.411968,0,0.000000,0.369565,0.000000,0.111111
0.000000,0.880664,0,0.400000,0.152174,0.250000,0.125000
0.000000,0.550675,1,0.200000,0.326087,0.062500,0.062500
0.000000,0.097890,0,0.200000,0.173913,0.111111,0.111111
1.000000,0.164995,0,0.200000,0.413043,0.050000,0.000000
0.000000,0.919405,0,0.400000,0.239130,0.166667,0.000000
0.000000,0.023175,0,0.400000,0.217391,0.181818,0.000000
0.000000,0.891387,1,0.000000,0.130435,0.000000,0.000000
0.000000,0.361121,1,0.200000,0.369565,0.055556,0.000000
0.000000,0.494984,1,0.200000,0.326087,0.062500,0.000000
0.000000,0.577655,0,0.000000,0.260870,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.130435,0.142857,0.000000
0.000000,0.965064,0,0.000000,0.173913,0.000000,0.000000
0.000000,0.820823,1,0.200000,0.391304,0.052632,0.105263
0.000000,0.315462,0,0.000000,0.282609,0.000000,0.000000
0.000000,0.002421,1,0.200000,0.152174,0.125000,0.000000
0.000000,0.685922,0,0.400000,0.326087,0.125000,0.000000
0.000000,0.591837,1,0.200000,0.260870,0.076923,0.000000
0.000000,0.292286,0,0.200000,0.065217,0.250000,0.750000
0.000000,0.242823,0,0.000000,0.217391,0.000000,0.181818
0.000000,0.118644,0,0.200000,0.217391,0.090909,0.000000
0.000000,0.435144,1,0.200000,0.326087,0.062500,0.000000
0.000000,0.932549,1,0.000000,0.478261,0.000000,0.000000
0.000000,0.730889,1,0.200000,0.217391,0.090909,0.000000
1.000000,0.368731,0,0.200000,0.282609,0.071429,0.000000
0.000000,0.759599,1,0.200000,0.282609,0.071429,0.000000
0.000000,0.334832,1,0.000000,0.391304,0.000000,0.000000
0.000000,0.567278,1,0.200000,0.152174,0.125000,0.125000
0.000000,0.759599,1,0.200000,0.086957,0.200000,0.400000
0.000000,0.378070,0,0.400000,0.282609,0.142857,0.000000
0.000000,0.468696,0,0.400000,0.217391,0.181818,0.000000
0.000000,0.034590,0,0.400000,0.347826,0.117647,0.117647
0.000000,0.176755,1,0.200000,0.347826,0.058824,0.000000
0.000000,0.621238,0,0.400000,0.217391,0.181818,0.000000
0.000000,0.085092,1,0.000000,0.565217,0.000000,0.000000
0.000000,0.734694,1,0.200000,0.347826,0.058824,0.000000
0.000000,0.747492,1,0.000000,0.043478,0.000000,0.000000
0.000000,0.073677,0,0.000000,0.173913,0.000000,0.000000
0.000000,0.228295,1,0.400000,0.282609,0.142857,0.000000
1.000000,0.575925,0,0.400000,0.347826,0.117647,0.058824
1.000000,0.140090,0,0.400000,0.217391,0.181818,0.000000
0.000000,0.759599,1,0.000000,0.586957,0.000000,0.035714
0.000000,0.759599,1,0.000000,0.478261,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.456522,0.000000,0.045455
0.000000,0.217572,0,0.000000,0.195652,0.000000,0.000000
0.000000,0.202352,1,0.200000,0.065217,0.250000,0.000000
0.000000,0.214459,1,0.200000,0.239130,0.083333,0.000000
1.000000,0.628156,1,0.000000,0.021739,0.000000,0.000000
0.000000,0.429955,1,0.200000,0.304348,0.066667,0.000000
0.000000,0.085092,1,0.200000,0.043478,0.333333,0.000000
0.000000,0.759599,1,0.200000,0.043478,0.333333,0.000000
0.000000,0.439294,0,0.000000,0.326087,0.000000,0.000000
0.000000,0.764787,1,0.200000,0.239130,0.083333,0.000000
0.000000,0.824282,0,0.200000,0.217391,0.090909,0.090909
1.000000,0.937738,0,0.200000,0.152174,0.125000,0.000000
0.000000,0.010377,0,0.200000,0.369565,0.055556,0.000000
0.000000,0.759599,1,0.200000,0.239130,0.083333,0.083333
0.000000,0.445866,1,0.000000,0.478261,0.000000,0.000000
0.000000,0.814597,1,0.000000,0.413043,0.000000,0.000000
0.000000,0.239709,0,0.400000,0.217391,0.181818,0.090909
0.000000,0.417157,0,0.000000,0.478261,0.000000,0.086957
0.000000,0.275683,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.834659,1,0.000000,0.130435,0.000000,0.000000
1.000000,0.192667,0,0.200000,0.369565,0.055556,0.000000
1.000000,0.759599,1,0.200000,0.260870,0.076923,0.153846
0.000000,0.759599,1,0.200000,0.413043,0.050000,0.000000
0.000000,0.338291,0,0.200000,0.369565,0.055556,0.277778
0.000000,0.523348,1,0.000000,0.326087,0.000000,0.000000
0.000000,0.749222,1,0.400000,0.282609,0.142857,0.000000
1.000000,0.759599,1,0.000000,0.021739,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.565217,0.000000,0.000000
1.000000,0.752681,1,0.200000,0.217391,0.090909,0.000000
0.000000,0.759599,1,0.000000,0.086957,0.000000,0.000000
0.000000,0.211346,1,0.000000,0.130435,0.000000,0.000000
0.000000,0.408509,1,0.200000,0.260870,0.076923,0.000000
0.000000,0.360083,1,0.000000,0.434783,0.000000,0.095238
1.000000,0.653061,1,0.000000,0.065217,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.152174,0.125000,0.000000
0.000000,0.319958,1,0.400000,0.304348,0.133333,0.000000
0.000000,0.759599,1,0.200000,0.282609,0.071429,0.000000
0.000000,0.195780,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.759599,1,0.200000,0.130435,0.142857,0.000000
0.000000,0.099274,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.759599,1,0.000000,0.130435,0.000000,0.000000
0.000000,0.764441,0,0.000000,0.217391,0.000000,0.000000
0.000000,0.343826,1,0.200000,0.326087,0.062500,0.000000
1.000000,0.438257,0,0.200000,0.304348,0.066667,0.000000
0.000000,0.127292,0,0.200000,0.217391,0.090909,0.000000
0.000000,0.966793,0,0.200000,0.369565,0.055556,0.000000
0.000000,0.508820,1,0.200000,0.369565,0.055556,0.111111
1.000000,0.642338,1,0.200000,0.260870,0.076923,0.000000
0.000000,0.707368,0,0.400000,0.195652,0.200000,0.000000
0.000000,0.235213,0,0.000000,0.260870,0.000000,0.000000
0.000000,0.769630,1,0.000000,0.434783,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.152174,0.125000,0.000000
0.000000,0.932895,1,0.000000,0.282609,0.000000,0.000000
0.000000,0.168800,1,0.200000,0.130435,0.142857,0.000000
0.000000,0.528191,1,0.200000,0.260870,0.076923,0.076923
0.000000,0.011415,0,0.000000,0.282609,0.000000,0.071429
1.000000,0.680387,0,0.200000,0.391304,0.052632,0.000000
1.000000,0.620892,0,0.200000,0.239130,0.083333,0.000000
0.000000,0.848149,0,0.400000,0.173913,0.222222,0.000000
0.000000,0.240055,1,0.200000,0.500000,0.041667,0.000000
0.000000,0.135593,0,0.200000,0.391304,0.052632,0.000000
0.000000,0.289519,1,0.200000,0.434783,0.047619,0.047619
0.000000,0.918367,0,0.000000,0.413043,0.000000,0.100000
0.000000,0.842269,1,0.000000,0.282609,0.000000,0.000000
0.000000,0.126600,1,0.400000,0.369565,0.111111,0.000000
0.000000,0.339675,1,0.200000,0.282609,0.071429,0.071429
0.000000,0.759599,1,0.000000,0.413043,0.000000,0.100000
1.000000,0.597025,1,0.000000,0.173913,0.000000,0.111111
1.000000,0.832238,0,0.000000,0.456522,0.000000,0.000000
1.000000,0.845036,1,0.000000,0.173913,0.000000,0.000000
0.000000,0.891041,0,0.400000,0.130435,0.285714,0.142857
1.000000,0.904185,0,0.200000,0.173913,0.111111,0.000000
0.000000,0.019716,1,0.000000,0.000000,0.000000,0.000000
0.000000,0.001038,1,0.200000,0.043478,0.333333,0.000000
0.000000,0.759599,1,0.000000,0.195652,0.000000,0.000000
0.000000,0.993428,0,0.200000,0.304348,0.066667,0.000000
0.000000,0.625043,0,0.200000,0.369565,0.055556,0.000000
0.000000,0.361121,1,0.000000,0.173913,0.000000,0.000000
0.000000,0.784158,1,0.400000,0.304348,0.133333,0.000000
1.000000,0.103079,0,0.200000,0.413043,0.050000,0.000000
1.000000,0.190937,0,0.400000,0.195652,0.200000,0.000000
0.000000,0.759599,1,0.000000,0.108696,0.000000,0.000000
0.000000,0.246282,1,0.000000,0.434783,0.000000,0.000000
0.000000,0.629540,0,0.000000,0.217391,0.000000,0.000000
0.000000,0.654791,1,0.400000,0.195652,0.200000,0.300000
1.000000,0.435144,1,0.000000,0.065217,0.000000,0.000000
0.000000,0.050156,0,0.200000,0.413043,0.050000,0.150000
0.000000,0.598063,0,0.200000,0.217391,0.090909,0.000000
0.000000,0.836043,1,0.200000,0.086957,0.200000,0.000000
0.000000,0.235213,1,0.400000,0.326087,0.125000,0.000000
1.000000,0.100657,0,0.200000,0.282609,0.071429,0.142857
0.000000,0.595296,0,0.200000,0.326087,0.062500,0.000000
0.000000,0.399170,0,0.400000,0.413043,0.100000,0.000000
0.000000,0.620547,1,0.200000,0.173913,0.111111,0.111111
0.000000,0.098236,0,0.200000,0.413043,0.050000,0.050000
1.000000,0.181944,0,0.200000,0.434783,0.047619,0.142857
1.000000,0.561743,1,0.000000,0.282609,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.239130,0.000000,0.000000
0.000000,0.791076,0,0.400000,0.282609,0.142857,0.214286
0.000000,0.830854,1,0.000000,0.239130,0.000000,0.000000
0.000000,0.858872,0,0.200000,0.304348,0.066667,0.000000
0.000000,0.005189,1,0.000000,0.326087,0.000000,0.000000
1.000000,0.840540,0,0.200000,0.217391,0.090909,0.090909
0.000000,0.380491,1,0.000000,0.369565,0.000000,0.000000
0.000000,0.760636,1,0.000000,0.173913,0.000000,0.000000
1.000000,0.070910,0,0.200000,0.326087,0.062500,0.000000
0.000000,0.187132,1,0.000000,0.456522,0.000000,0.000000
0.000000,0.058111,1,0.200000,0.239130,0.083333,0.000000
0.000000,0.101003,1,0.200000,0.108696,0.166667,0.000000
0.000000,0.300242,0,0.000000,0.152174,0.000000,0.000000
1.000000,0.609824,0,0.200000,0.260870,0.076923,0.000000
0.000000,0.724663,0,0.200000,0.195652,0.100000,0.000000
1.000000,0.751297,0,0.400000,0.326087,0.125000,0.000000
0.000000,0.606710,0,0.400000,0.304348,0.133333,0.266667
0.000000,0.193705,1,0.000000,0.065217,0.000000,0.000000
0.000000,0.900726,1,0.200000,0.478261,0.043478,0.000000
0.000000,0.774818,0,0.200000,0.217391,0.090909,0.363636
0.000000,0.759599,1,0.200000,0.304348,0.066667,0.000000
1.000000,0.240747,0,0.200000,0.173913,0.111111,0.000000
0.000000,0.228641,0,0.000000,0.086957,0.000000,0.000000
0.000000,0.654791,1,0.400000,0.195652,0.200000,0.300000
0.000000,0.759599,1,0.200000,0.478261,0.043478,0.043478
1.000000,0.160152,0,0.200000,0.021739,0.500000,0.500000
0.000000,0.967139,1,0.000000,0.521739,0.000000,0.040000
0.000000,0.295745,1,0.200000,0.369565,0.055556,0.000000
0.000000,0.712556,0,0.400000,0.217391,0.181818,0.181818
0.000000,0.759599,1,0.000000,0.391304,0.000000,0.000000
0.000000,0.545140,1,0.200000,0.500000,0.041667,0.250000
0.000000,0.454514,0,0.400000,0.217391,0.181818,0.000000
1.000000,0.223798,0,0.200000,0.239130,0.083333,0.000000
0.000000,0.072985,1,0.000000,0.152174,0.000000,0.000000
0.000000,0.497752,1,0.000000,0.304348,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.326087,0.062500,0.000000
0.000000,0.475268,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.772051,0,0.000000,0.347826,0.000000,0.000000
0.000000,0.369076,1,0.000000,0.130435,0.000000,0.000000
0.000000,0.126254,1,0.200000,0.391304,0.052632,0.000000
1.000000,0.906607,0,0.400000,0.195652,0.200000,0.000000
0.000000,0.402629,1,0.000000,0.304348,0.000000,0.000000
0.000000,0.304047,1,0.200000,0.130435,0.142857,0.285714
0.000000,0.759599,1,0.200000,0.173913,0.111111,0.000000
1.000000,0.042200,1,0.000000,0.108696,0.000000,0.000000
0.000000,0.705638,0,0.000000,0.152174,0.000000,0.125000
0.000000,0.759599,1,0.200000,0.065217,0.250000,0.000000
0.000000,0.153580,1,0.200000,0.108696,0.166667,0.000000
0.000000,0.087859,0,0.000000,0.108696,0.000000,0.166667
1.000000,0.416811,0,0.200000,0.543478,0.038462,0.000000
0.000000,0.759599,1,0.200000,0.282609,0.071429,0.000000
0.000000,0.940851,0,0.000000,0.195652,0.000000,0.000000
1.000000,0.435144,1,0.200000,0.413043,0.050000,0.750000
0.000000,0.080249,0,0.400000,0.217391,0.181818,0.090909
1.000000,0.796956,0,0.200000,0.456522,0.045455,0.500000
1.000000,0.091318,0,0.200000,0.326087,0.062500,0.062500
0.000000,0.359045,0,0.200000,0.478261,0.043478,0.000000
0.000000,0.451747,1,0.200000,0.239130,0.083333,0.000000
0.000000,0.266690,1,0.200000,0.239130,0.083333,0.333333
0.000000,0.693532,0,0.200000,0.369565,0.055556,0.055556
0.000000,0.037703,1,0.200000,0.152174,0.125000,0.000000
0.000000,0.914562,1,0.000000,0.086957,0.000000,0.000000
0.000000,0.973712,1,0.200000,0.326087,0.062500,0.000000
0.000000,0.107921,1,0.000000,0.239130,0.000000,0.000000
0.000000,0.507437,1,0.200000,0.152174,0.125000,0.000000
0.000000,0.784504,1,0.200000,0.304348,0.066667,0.066667
1.000000,0.410930,0,0.200000,0.108696,0.166667,0.000000
0.000000,0.759599,1,0.200000,0.152174,0.125000,0.000000
1.000000,0.073331,0,0.200000,0.456522,0.045455,0.000000
0.000000,0.623660,1,0.200000,0.282609,0.071429,0.000000
1.000000,0.734002,0,0.200000,0.065217,0.250000,0.000000
0.000000,0.264268,0,0.200000,0.173913,0.111111,0.111111
1.000000,0.191629,0,0.200000,0.065217,0.250000,0.250000
0.000000,0.210654,0,0.200000,0.195652,0.100000,0.000000
0.000000,0.850225,0,0.200000,0.347826,0.058824,0.117647
0.000000,0.313732,1,0.200000,0.239130,0.083333,0.083333
1.000000,0.561397,0,0.200000,0.173913,0.111111,0.000000
0.000000,0.759599,1,0.200000,0.086957,0.200000,0.000000
1.000000,0.246973,0,0.400000,0.282609,0.142857,0.000000
1.000000,0.024559,0,0.200000,0.086957,0.200000,0.000000
1.000000,0.985472,0,0.200000,0.043478,0.333333,0.000000
0.000000,0.759599,1,0.400000,0.347826,0.117647,0.000000
0.000000,0.584919,1,0.000000,0.065217,0.000000,0.000000
